LoopCnt,H10Mode,H10AssistLevel,ImuHubConnected,LeftHipAngle,RightHipAngle,LeftThighAngle,RightThighAngle,LeftHipTorque,RightHipTorque,LeftHipMotorAngle,RightHipMotorAngle,LeftHipImuGlobalAccX,LeftHipImuGlobalAccY,LeftHipImuGlobalAccZ,LeftHipImuGlobalGyrX,LeftHipImuGlobalGyrY,LeftHipImuGlobalGyrZ,RightHipImuGlobalAccX,RightHipImuGlobalAccY,RightHipImuGlobalAccZ,RightHipImuGlobalGyrX,RightHipImuGlobalGyrY,RightHipImuGlobalGyrZ,TrunkIMU_LocalAccX,TrunkIMU_LocalAccY,TrunkIMU_LocalAccZ,TrunkIMU_LocalGyrX,TrunkIMU_LocalGyrY,TrunkIMU_LocalGyrZ,TrunkIMU_QuatW,TrunkIMU_QuatX,TrunkIMU_QuatY,TrunkIMU_QuatZ,L_THIGH_IMU_QuatW,L_THIGH_IMU_QuatX,L_THIGH_IMU_QuatY,L_THIGH_IMU_QuatZ,L_THIGH_IMU_AccX,L_THIGH_IMU_AccY,L_THIGH_IMU_AccZ,L_THIGH_IMU_GyrX,L_THIGH_IMU_GyrY,L_THIGH_IMU_GyrZ,L_SHANK_IMU_QuatW,L_SHANK_IMU_QuatX,L_SHANK_IMU_QuatY,L_SHANK_IMU_QuatZ,L_SHANK_IMU_AccX,L_SHANK_IMU_AccY,L_SHANK_IMU_AccZ,L_SHANK_IMU_GyrX,L_SHANK_IMU_GyrY,L_SHANK_IMU_GyrZ,L_FOOT_IMU_QuatW,L_FOOT_IMU_QuatX,L_FOOT_IMU_QuatY,L_FOOT_IMU_QuatZ,L_FOOT_IMU_AccX,L_FOOT_IMU_AccY,L_FOOT_IMU_AccZ,L_FOOT_IMU_GyrX,L_FOOT_IMU_GyrY,L_FOOT_IMU_GyrZ,R_THIGH_IMU_QuatW,R_THIGH_IMU_QuatX,R_THIGH_IMU_QuatY,R_THIGH_IMU_QuatZ,R_THIGH_IMU_AccX,R_THIGH_IMU_AccY,R_THIGH_IMU_AccZ,R_THIGH_IMU_GyrX,R_THIGH_IMU_GyrY,R_THIGH_IMU_GyrZ,R_SHANK_IMU_QuatW,R_SHANK_IMU_QuatX,R_SHANK_IMU_QuatY,R_SHANK_IMU_QuatZ,R_SHANK_IMU_AccX,R_SHANK_IMU_AccY,R_SHANK_IMU_AccZ,R_SHANK_IMU_GyrX,R_SHANK_IMU_GyrY,R_SHANK_IMU_GyrZ,R_FOOT_IMU_QuatW,R_FOOT_IMU_QuatX,R_FOOT_IMU_QuatY,R_FOOT_IMU_QuatZ,R_FOOT_IMU_AccX,R_FOOT_IMU_AccY,R_FOOT_IMU_AccZ,R_FOOT_IMU_GyrX,R_FOOT_IMU_GyrY,R_FOOT_IMU_GyrZ
10199,0,0,1,1.2964,4.3726,1.4722,4.5483,0.0201,-0.0146,-0.3076,2.0435,-0.0287,9.8426,0.0982,0.0000,-1.7090,-0.0305,-0.0287,9.8426,0.0982,0.0000,-1.7090,-0.0305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1133,9.4400,-0.9700,2.3800,0.0000,0.0000,0.0000,0.7596,-0.0210,-0.6481,0.0488,9.5500,-1.0700,1.9500,0.0000,0.0000,0.0000,0.2310,-0.2701,-0.9343,0.0265,4.0500,-1.7100,-8.7500,0.0000,0.0000,0.0000,0.7705,0.1153,-0.6159,0.1162,9.5600,0.2800,2.0300,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0038,9.7500,0.4900,0.8100,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1600,-1.9700,8.0600,0.0000,0.0000,0.0000
10200,0,0,1,1.2964,4.3726,1.4722,4.5483,-0.0110,0.0037,-0.3076,2.0435,-0.1006,9.7827,0.0479,-0.0305,-1.5564,0.0000,-0.1006,9.7827,0.0479,-0.0305,-1.5564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1133,9.4400,-0.9700,2.3800,0.0000,0.0000,0.0000,0.7596,-0.0209,-0.6482,0.0488,9.5400,-1.0800,1.9400,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9343,0.0265,4.0500,-1.7100,-8.7200,0.0000,0.0000,0.0000,0.7705,0.1153,-0.6159,0.1162,9.5700,0.2900,2.0100,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0038,9.7500,0.4900,0.8300,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1500,-1.9900,8.0900,0.0000,0.0000,0.0000
10201,0,0,1,1.2964,4.3726,1.4722,4.5483,0.0110,0.0165,-0.3076,2.0435,-0.1269,9.8282,0.0335,0.0000,-1.6785,-0.1221,-0.1269,9.8282,0.0335,0.0000,-1.6785,-0.1221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1132,9.4800,-0.9600,2.3900,0.0000,0.0000,0.0000,0.7596,-0.0209,-0.6482,0.0488,9.5400,-1.0800,1.9400,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9343,0.0265,4.0500,-1.7100,-8.7200,0.0000,0.0000,0.0000,0.7705,0.1153,-0.6159,0.1162,9.5700,0.2800,2.0100,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0037,9.7300,0.4800,0.8100,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1300,-1.9900,8.0800,0.0000,0.0000,0.0000
10202,0,0,1,1.2964,4.3726,1.4722,4.5483,-0.0055,-0.0055,-0.3076,2.0435,-0.0479,9.8785,0.0838,-0.1221,-1.6479,0.0610,-0.0479,9.8785,0.0838,-0.1221,-1.6479,0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1132,9.4500,-0.9200,2.4000,0.0000,0.0000,0.0000,0.7595,-0.0209,-0.6482,0.0489,9.5400,-1.0900,1.9400,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9343,0.0265,4.0300,-1.7000,-8.7500,0.0000,0.0000,0.0000,0.7705,0.1153,-0.6159,0.1162,9.5900,0.2900,2.0100,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0037,9.7300,0.4800,0.8100,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1300,-1.9900,8.0800,0.0000,0.0000,0.0000
10203,0,0,1,1.2964,4.3726,1.4722,4.5483,-0.0073,0.0110,-0.3076,2.0435,-0.0694,9.7923,0.0455,-0.0916,-1.6785,-0.1526,-0.0694,9.7923,0.0455,-0.0916,-1.6785,-0.1526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6164,-0.1133,9.4700,-0.9500,2.4000,0.0000,0.0000,0.0000,0.7596,-0.0210,-0.6481,0.0488,9.5400,-1.0800,1.9400,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9342,0.0265,4.0200,-1.7000,-8.7200,0.0000,0.0000,0.0000,0.7705,0.1153,-0.6159,0.1162,9.5900,0.2900,2.0100,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0038,9.7500,0.4900,0.8200,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1500,-1.9900,8.0800,0.0000,0.0000,0.0000
10204,0,0,1,1.2964,4.3726,1.4722,4.5483,0.0055,-0.0055,-0.3076,2.0435,-0.0551,9.7827,0.0694,0.1831,-1.6479,0.0000,-0.0551,9.7827,0.0694,0.1831,-1.6479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6164,-0.1133,9.4700,-0.9500,2.4000,0.0000,0.0000,0.0000,0.7596,-0.0210,-0.6482,0.0488,9.5600,-1.0700,1.9400,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9342,0.0265,4.0400,-1.7100,-8.7300,0.0000,0.0000,0.0000,0.7705,0.1152,-0.6159,0.1162,9.5700,0.3100,2.0300,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0037,9.7600,0.4700,0.8000,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1400,-1.9600,8.1000,0.0000,0.0000,0.0000
10205,0,0,1,1.2964,4.3726,1.4722,4.5483,-0.0037,0.0183,-0.3076,2.0435,-0.0383,9.8881,0.0479,0.0000,-1.7700,0.0000,-0.0383,9.8881,0.0479,0.0000,-1.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1133,9.4700,-0.9300,2.4100,0.0000,0.0000,0.0000,0.7595,-0.0210,-0.6482,0.0488,9.5500,-1.0600,1.9600,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9342,0.0265,4.0500,-1.7200,-8.7400,0.0000,0.0000,0.0000,0.7705,0.1152,-0.6159,0.1162,9.5800,0.2800,2.0100,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0038,9.7800,0.4700,0.8200,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1300,-1.9600,8.0700,0.0000,0.0000,0.0000
10206,0,0,1,1.2964,4.3726,1.4722,4.5483,0.0000,-0.0055,-0.3076,2.0435,-0.0790,9.7683,0.0024,0.0305,-1.5869,-0.1831,-0.0790,9.7683,0.0024,0.0305,-1.5869,-0.1831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1133,9.4700,-0.9100,2.4000,0.0000,0.0000,0.0000,0.7595,-0.0210,-0.6482,0.0488,9.5500,-1.0600,1.9600,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9342,0.0265,4.0500,-1.7200,-8.7400,0.0000,0.0000,0.0000,0.7705,0.1152,-0.6159,0.1162,9.5600,0.2900,2.0200,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0038,9.7700,0.4700,0.8100,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1300,-1.9600,8.0700,0.0000,0.0000,0.0000
10207,0,0,1,1.2964,4.3726,1.4722,4.5483,0.0128,-0.0110,-0.3076,2.0435,-0.0575,9.8162,0.0311,-0.1221,-1.5259,-0.0916,-0.0575,9.8162,0.0311,-0.1221,-1.5259,-0.0916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6165,-0.1133,9.4600,-0.9600,2.3800,0.0000,0.0000,0.0000,0.7595,-0.0210,-0.6482,0.0489,9.5700,-1.0700,1.9600,0.0000,0.0000,0.0000,0.2311,-0.2701,-0.9342,0.0265,4.0300,-1.7200,-8.7200,0.0000,0.0000,0.0000,0.7705,0.1152,-0.6159,0.1162,9.5600,0.2900,2.0200,0.0000,0.0000,0.0000,0.7376,0.0370,-0.6741,0.0038,9.7700,0.4700,0.8100,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1300,-1.9600,8.0900,0.0000,0.0000,0.0000
10208,0,0,1,1.2964,4.3726,1.4722,4.5483,-0.0092,0.0073,-0.3076,2.0435,-0.0622,9.8210,0.0144,-0.0305,-1.5869,0.0000,-0.0622,9.8210,0.0144,-0.0305,-1.5869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7628,-0.1585,-0.6164,-0.1133,9.4800,-0.9600,2.3800,0.0000,0.0000,0.0000,0.7595,-0.0210,-0.6482,0.0488,9.5600,-1.0800,1.9600,0.0000,0.0000,0.0000,0.2310,-0.2701,-0.9343,0.0265,4.0300,-1.7100,-8.7400,0.0000,0.0000,0.0000,0.7705,0.1152,-0.6159,0.1162,9.5900,0.2600,2.0000,0.0000,0.0000,0.0000,0.7376,0.0369,-0.6741,0.0037,9.7500,0.4600,0.8000,0.0000,0.0000,0.0000,0.1672,0.2535,-0.1515,0.9406,5.1300,-1.9600,8.0800,0.0000,0.0000,0.0000
