LoopCnt,H10Mode,H10AssistLevel,ImuHubConnected,LeftHipAngle,RightHipAngle,LeftThighAngle,RightThighAngle,LeftHipTorque,RightHipTorque,LeftHipMotorAngle,RightHipMotorAngle,LeftHipImuGlobalAccX,LeftHipImuGlobalAccY,LeftHipImuGlobalAccZ,LeftHipImuGlobalGyrX,LeftHipImuGlobalGyrY,LeftHipImuGlobalGyrZ,RightHipImuGlobalAccX,RightHipImuGlobalAccY,RightHipImuGlobalAccZ,RightHipImuGlobalGyrX,RightHipImuGlobalGyrY,RightHipImuGlobalGyrZ,HeadIMU_LocalAccX,HeadIMU_LocalAccY,HeadIMU_LocalAccZ,HeadIMU_LocalGyrX,HeadIMU_LocalGyrY,HeadIMU_LocalGyrZ,HeadIMU_QuatW,HeadIMU_QuatX,HeadIMU_QuatY,HeadIMU_QuatZ,Pelvis_IMU_QuatW,Pelvis_IMU_QuatX,Pelvis_IMU_QuatY,Pelvis_IMU_QuatZ,Pelvis_IMU_AccX,Pelvis_IMU_AccY,Pelvis_IMU_AccZ,Pelvis_IMU_GyrX,Pelvis_IMU_GyrY,Pelvis_IMU_GyrZ,L_Upperarm_IMU_QuatW,L_Upperarm_IMU_QuatX,L_Upperarm_IMU_QuatY,L_Upperarm_IMU_QuatZ,L_Upperarm_IMU_AccX,L_Upperarm_IMU_AccY,L_Upperarm_IMU_AccZ,L_Upperarm_IMU_GyrX,L_Upperarm_IMU_GyrY,L_Upperarm_IMU_GyrZ,L_Lowerarm_IMU_QuatW,L_Lowerarm_IMU_QuatX,L_Lowerarm_IMU_QuatY,L_Lowerarm_IMU_QuatZ,L_Lowerarm_IMU_AccX,L_Lowerarm_IMU_AccY,L_Lowerarm_IMU_AccZ,L_Lowerarm_IMU_GyrX,L_Lowerarm_IMU_GyrY,L_Lowerarm_IMU_GyrZ,Chest_IMU_QuatW,Chest_IMU_QuatX,Chest_IMU_QuatY,Chest_IMU_QuatZ,Chest_IMU_AccX,Chest_IMU_AccY,Chest_IMU_AccZ,Chest_IMU_GyrX,Chest_IMU_GyrY,Chest_IMU_GyrZ,R_Upperarm_IMU_QuatW,R_Upperarm_IMU_QuatX,R_Upperarm_IMU_QuatY,R_Upperarm_IMU_QuatZ,R_Upperarm_IMU_AccX,R_Upperarm_IMU_AccY,R_Upperarm_IMU_AccZ,R_Upperarm_IMU_GyrX,R_Upperarm_IMU_GyrY,R_Upperarm_IMU_GyrZ,R_Lowerarm_IMU_QuatW,R_Lowerarm_IMU_QuatX,R_Lowerarm_IMU_QuatY,R_Lowerarm_IMU_QuatZ,R_Lowerarm_IMU_AccX,R_Lowerarm_IMU_AccY,R_Lowerarm_IMU_AccZ,R_Lowerarm_IMU_GyrX,R_Lowerarm_IMU_GyrY,R_Lowerarm_IMU_GyrZ
530539,0,0,1,-22.0605,-15.9961,-10.2393,-4.1748,-0.0165,0.033,-23.5767,-18.479,0.0335,9.7923,0.0622,-0.1221,-1.5869,-0.6104,0.0335,9.7923,0.0622,-0.1221,-1.5869,-0.6104,-7.8792,1.5597,5.6456,0.0247,0.0129,-0.033,0.4873,-0.3307,0.3219,0.7413,0.5654,0.4088,0.5823,-0.417,-9.76,-0.18,-0.17,0,0,0,0.4146,0.606,0.4686,0.491,1.95,9.43,-1.66,0,0,0,0.3008,0.565,0.478,0.6013,3.72,9.01,-0.95,0,0,0,-0.5027,-0.4903,-0.5167,0.4897,-9.82,-0.09,-0.18,0,0,0,-0.4237,-0.571,0.4448,0.5444,-2.39,9.54,-0.47,0,0,0,0.5155,0.6388,0.2113,0.5304,4.56,8.62,0.93,0,0,0
530540,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0055,0.0165,-23.5767,-18.479,0.0982,9.8019,0.1077,-0.2747,-1.5564,-0.4883,0.0982,9.8019,0.1077,-0.2747,-1.5564,-0.4883,-7.8759,1.593,5.6472,0.0222,0.0126,-0.0304,0.4873,-0.3307,0.3219,0.7413,0.5654,0.4088,0.5823,-0.417,-9.77,-0.2,-0.17,0,0,0,0.4146,0.606,0.4686,0.491,1.96,9.43,-1.66,0,0,0,0.3008,0.565,0.478,0.6013,3.74,9,-0.96,0,0,0,-0.5027,-0.4903,-0.5167,0.4897,-9.82,-0.11,-0.15,0,0,0,-0.4237,-0.571,0.4449,0.5444,-2.39,9.53,-0.47,0,0,0,0.5155,0.6388,0.2113,0.5304,4.6,8.65,0.93,0,0,0
530541,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0018,-0.0256,-23.5767,-18.479,-0.0024,9.7683,0.0694,-0.1221,-1.4954,-0.3967,-0.0024,9.7683,0.0694,-0.1221,-1.4954,-0.3967,-7.8759,1.593,5.6472,0.0222,0.0126,-0.0304,0.4873,-0.3307,0.3219,0.7413,0.5654,0.4088,0.5823,-0.417,-9.74,-0.16,-0.17,0,0,0,0.4146,0.606,0.4686,0.491,1.96,9.43,-1.66,0,0,0,0.3008,0.565,0.478,0.6013,3.74,9,-0.96,0,0,0,-0.5027,-0.4902,-0.5167,0.4897,-9.85,-0.1,-0.11,0,0,0,-0.4237,-0.571,0.4449,0.5444,-2.39,9.53,-0.47,0,0,0,0.5155,0.6388,0.2113,0.5304,4.59,8.64,0.91,0,0,0
530542,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0201,0.0311,-23.5767,-18.479,0.0575,9.7875,0.0622,-0.2441,-1.5869,-0.5493,0.0575,9.7875,0.0622,-0.2441,-1.5869,-0.5493,-7.8899,1.6251,5.633,0.031,0.0168,-0.0241,0.4874,-0.3308,0.322,0.7412,0.5654,0.4088,0.5823,-0.417,-9.74,-0.16,-0.17,0,0,0,0.4147,0.606,0.4685,0.491,1.95,9.43,-1.66,0,0,0,0.3008,0.5651,0.478,0.6013,3.73,9.02,-0.96,0,0,0,-0.5027,-0.4902,-0.5167,0.4896,-9.86,-0.1,-0.09,0,0,0,-0.4237,-0.5709,0.4449,0.5444,-2.42,9.54,-0.44,0,0,0,0.5155,0.6388,0.2113,0.5304,4.59,8.64,0.91,0,0,0
530543,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0146,0.0073,-23.5767,-18.479,-0.0096,9.7588,0.1413,-0.1221,-1.4954,-0.3052,-0.0096,9.7588,0.1413,-0.1221,-1.4954,-0.3052,-7.8899,1.6251,5.633,0.031,0.0168,-0.0241,0.4874,-0.3308,0.322,0.7412,0.5654,0.4088,0.5824,-0.417,-9.78,-0.18,-0.21,0,0,0,0.4147,0.606,0.4685,0.491,1.94,9.43,-1.63,0,0,0,0.3007,0.5651,0.478,0.6013,3.73,8.99,-0.95,0,0,0,-0.5027,-0.4902,-0.5167,0.4896,-9.86,-0.1,-0.09,0,0,0,-0.4237,-0.5709,0.4449,0.5444,-2.45,9.55,-0.4,0,0,0,0.5155,0.6389,0.2113,0.5304,4.61,8.64,0.92,0,0,0
530544,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0128,0.0183,-23.5767,-18.479,0,9.7348,0.103,-0.1831,-1.6479,-0.5493,0,9.7348,0.103,-0.1831,-1.6479,-0.5493,-7.8899,1.6251,5.633,0.031,0.0168,-0.0241,0.4874,-0.3308,0.322,0.7412,0.5653,0.4088,0.5824,-0.417,-9.78,-0.17,-0.2,0,0,0,0.4147,0.6061,0.4685,0.4909,1.92,9.42,-1.64,0,0,0,0.3007,0.5651,0.478,0.6013,3.73,8.99,-0.94,0,0,0,-0.5027,-0.4902,-0.5167,0.4896,-9.83,-0.1,-0.06,0,0,0,-0.4237,-0.5709,0.4449,0.5444,-2.47,9.53,-0.4,0,0,0,0.5155,0.6389,0.2114,0.5304,4.61,8.65,0.92,0,0,0
530545,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0146,0.0238,-23.5767,-18.479,-0.0168,9.7683,0.091,-0.3357,-1.4343,-0.5188,-0.0168,9.7683,0.091,-0.3357,-1.4343,-0.5188,-7.9121,1.6331,5.6251,0.0323,0.0176,-0.0186,0.4874,-0.3308,0.322,0.7411,0.5653,0.4088,0.5824,-0.417,-9.75,-0.18,-0.21,0,0,0,0.4147,0.6061,0.4685,0.4909,1.91,9.39,-1.64,0,0,0,0.3007,0.5651,0.478,0.6013,3.71,8.98,-0.95,0,0,0,-0.5028,-0.4902,-0.5167,0.4896,-9.83,-0.1,-0.05,0,0,0,-0.4237,-0.5709,0.4449,0.5444,-2.48,9.55,-0.43,0,0,0,0.5154,0.6389,0.2114,0.5304,4.63,8.65,0.92,0,0,0
530546,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0018,0.0055,-23.5767,-18.479,0.0694,9.821,0.1317,-0.2136,-1.7395,-0.5493,0.0694,9.821,0.1317,-0.2136,-1.7395,-0.5493,-7.9121,1.6331,5.6251,0.0323,0.0176,-0.0186,0.4874,-0.3308,0.322,0.7411,0.5653,0.4089,0.5824,-0.417,-9.76,-0.17,-0.22,0,0,0,0.4147,0.6061,0.4685,0.4909,1.91,9.39,-1.64,0,0,0,0.3007,0.5651,0.478,0.6013,3.71,8.98,-0.95,0,0,0,-0.5028,-0.4902,-0.5168,0.4896,-9.84,-0.11,-0.03,0,0,0,-0.4237,-0.5709,0.4449,0.5444,-2.48,9.55,-0.43,0,0,0,0.5154,0.6388,0.2114,0.5304,4.63,8.64,0.92,0,0,0
530547,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0092,0.0146,-23.5767,-18.479,-0.012,9.7683,0.0599,-0.1831,-1.2207,-0.7324,-0.012,9.7683,0.0599,-0.1831,-1.2207,-0.7324,-7.9822,1.5839,5.6347,0.0352,0.0213,-0.0159,0.4875,-0.3308,0.3221,0.7411,0.5653,0.4089,0.5824,-0.417,-9.76,-0.17,-0.22,0,0,0,0.4147,0.6061,0.4685,0.4909,1.92,9.4,-1.65,0,0,0,0.3007,0.5651,0.478,0.6014,3.71,9,-0.95,0,0,0,-0.5028,-0.4901,-0.5168,0.4896,-9.82,-0.11,-0.05,0,0,0,-0.4237,-0.5709,0.4449,0.5444,-2.47,9.52,-0.43,0,0,0,0.5154,0.6388,0.2114,0.5304,4.63,8.64,0.92,0,0,0
530548,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0092,0.011,-23.5767,-18.479,-0.0072,9.7683,0.0838,-0.4578,-1.5869,-0.5188,-0.0072,9.7683,0.0838,-0.4578,-1.5869,-0.5188,-7.9822,1.5839,5.6347,0.0352,0.0213,-0.0159,0.4875,-0.3308,0.3221,0.7411,0.5653,0.4089,0.5824,-0.417,-9.77,-0.2,-0.23,0,0,0,0.4147,0.6061,0.4685,0.4909,1.93,9.4,-1.64,0,0,0,0.3007,0.565,0.478,0.6014,3.71,8.97,-0.94,0,0,0,-0.5028,-0.4901,-0.5168,0.4896,-9.82,-0.11,-0.05,0,0,0,-0.4237,-0.5709,0.4449,0.5445,-2.48,9.51,-0.43,0,0,0,0.5154,0.6388,0.2114,0.5304,4.63,8.65,0.91,0,0,0
530549,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0165,0.0055,-23.5767,-18.479,0.0144,9.8019,0.0527,-0.3967,-1.4038,-0.5798,0.0144,9.8019,0.0527,-0.3967,-1.4038,-0.5798,-7.9822,1.5839,5.6347,0.0352,0.0213,-0.0159,0.4875,-0.3308,0.3221,0.7411,0.5653,0.4089,0.5824,-0.417,-9.78,-0.19,-0.21,0,0,0,0.4147,0.6061,0.4685,0.4909,1.94,9.41,-1.63,0,0,0,0.3007,0.565,0.478,0.6014,3.71,8.98,-0.93,0,0,0,-0.5028,-0.4901,-0.5168,0.4896,-9.82,-0.11,-0.06,0,0,0,-0.4237,-0.5709,0.4449,0.5445,-2.5,9.5,-0.45,0,0,0,0.5154,0.6388,0.2114,0.5304,4.63,8.65,0.91,0,0,0
530550,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0092,0.0092,-23.5767,-18.479,0.091,9.8162,0.0862,-0.2441,-1.5564,-0.4272,0.091,9.8162,0.0862,-0.2441,-1.5564,-0.4272,-7.9549,1.5415,5.6374,0.0331,0.0271,-0.0104,0.4875,-0.3308,0.3222,0.741,0.5653,0.4089,0.5824,-0.417,-9.76,-0.23,-0.18,0,0,0,0.4146,0.6061,0.4685,0.4909,1.96,9.42,-1.6,0,0,0,0.3007,0.565,0.478,0.6014,3.71,8.98,-0.93,0,0,0,-0.5028,-0.4901,-0.5168,0.4896,-9.81,-0.11,-0.11,0,0,0,-0.4237,-0.5709,0.445,0.5445,-2.49,9.5,-0.45,0,0,0,0.5154,0.6388,0.2115,0.5305,4.62,8.65,0.93,0,0,0
530551,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0055,0.0146,-23.5767,-18.479,0.0168,9.7636,0.0742,-0.6104,-1.5564,-0.4578,0.0168,9.7636,0.0742,-0.6104,-1.5564,-0.4578,-7.9549,1.5415,5.6374,0.0331,0.0271,-0.0104,0.4875,-0.3308,0.3222,0.741,0.5653,0.4089,0.5824,-0.417,-9.76,-0.21,-0.15,0,0,0,0.4146,0.6061,0.4685,0.4909,1.97,9.42,-1.58,0,0,0,0.3006,0.565,0.478,0.6014,3.73,9,-0.91,0,0,0,-0.5028,-0.4901,-0.5168,0.4896,-9.81,-0.12,-0.11,0,0,0,-0.4237,-0.5709,0.445,0.5445,-2.49,9.5,-0.45,0,0,0,0.5154,0.6388,0.2115,0.5305,4.61,8.64,0.92,0,0,0
530552,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0128,0.011,-23.5767,-18.479,0.0263,9.7348,0.0694,-0.2747,-1.4343,-0.4578,0.0263,9.7348,0.0694,-0.2747,-1.4343,-0.4578,-7.9414,1.4945,5.6285,0.0374,0.0284,-0.0084,0.4875,-0.3308,0.3223,0.7409,0.5653,0.4089,0.5824,-0.417,-9.76,-0.21,-0.15,0,0,0,0.4146,0.6061,0.4685,0.4909,1.97,9.42,-1.58,0,0,0,0.3006,0.565,0.478,0.6015,3.73,9,-0.91,0,0,0,-0.5028,-0.4901,-0.5168,0.4896,-9.81,-0.12,-0.11,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.51,9.52,-0.44,0,0,0,0.5153,0.6388,0.2115,0.5305,4.63,8.64,0.93,0,0,0
530553,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0201,-0.0165,-23.5767,-18.479,0.0407,9.7827,0.012,-0.1221,-1.3428,-0.6409,0.0407,9.7827,0.012,-0.1221,-1.3428,-0.6409,-7.9414,1.4945,5.6285,0.0374,0.0284,-0.0084,0.4875,-0.3308,0.3223,0.7409,0.5653,0.4089,0.5824,-0.417,-9.75,-0.19,-0.12,0,0,0,0.4146,0.6061,0.4685,0.491,1.97,9.42,-1.57,0,0,0,0.3006,0.565,0.478,0.6015,3.75,8.99,-0.92,0,0,0,-0.5028,-0.49,-0.5168,0.4896,-9.81,-0.11,-0.13,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.5,9.51,-0.48,0,0,0,0.5153,0.6388,0.2115,0.5305,4.63,8.64,0.93,0,0,0
530554,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0055,-0.0183,-23.5767,-18.479,0.0694,9.7923,0.1077,-0.4272,-1.2512,-0.5798,0.0694,9.7923,0.1077,-0.4272,-1.2512,-0.5798,-7.8859,1.4735,5.6289,0.0368,0.0222,-0.0098,0.4876,-0.3309,0.3224,0.7409,0.5652,0.4089,0.5824,-0.4171,-9.76,-0.2,-0.11,0,0,0,0.4146,0.6061,0.4685,0.491,1.97,9.42,-1.58,0,0,0,0.3005,0.565,0.478,0.6015,3.75,9,-0.9,0,0,0,-0.5029,-0.49,-0.5168,0.4896,-9.81,-0.11,-0.16,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.51,9.51,-0.48,0,0,0,0.5154,0.6388,0.2115,0.5305,4.62,8.64,0.95,0,0,0
530555,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0055,0.0092,-23.5767,-18.479,0.0311,9.8497,0.0694,-0.5798,-1.3733,-0.5798,0.0311,9.8497,0.0694,-0.5798,-1.3733,-0.5798,-7.8859,1.4735,5.6289,0.0368,0.0222,-0.0098,0.4876,-0.3309,0.3224,0.7409,0.5652,0.4089,0.5824,-0.4171,-9.76,-0.2,-0.08,0,0,0,0.4145,0.6061,0.4685,0.491,1.98,9.42,-1.59,0,0,0,0.3005,0.565,0.478,0.6015,3.75,9,-0.9,0,0,0,-0.5029,-0.49,-0.5168,0.4896,-9.81,-0.12,-0.16,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.51,9.51,-0.48,0,0,0,0.5154,0.6388,0.2115,0.5305,4.6,8.63,0.93,0,0,0
530556,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0165,-0.0238,-23.5767,-18.479,0.0455,9.7923,0.0311,-0.5493,-1.5869,-0.6714,0.0455,9.7923,0.0311,-0.5493,-1.5869,-0.6714,-7.8859,1.4735,5.6289,0.0368,0.0222,-0.0098,0.4876,-0.3309,0.3224,0.7409,0.5652,0.4089,0.5824,-0.4171,-9.74,-0.23,-0.07,0,0,0,0.4145,0.6061,0.4685,0.491,1.98,9.42,-1.59,0,0,0,0.3005,0.565,0.478,0.6016,3.76,9,-0.89,0,0,0,-0.5029,-0.49,-0.5168,0.4896,-9.8,-0.12,-0.18,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.49,9.51,-0.47,0,0,0,0.5154,0.6388,0.2115,0.5305,4.61,8.64,0.96,0,0,0
530557,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0165,-0.0092,-23.5767,-18.479,0.0527,9.8689,0.0766,-0.4578,-1.3123,-0.7019,0.0527,9.8689,0.0766,-0.4578,-1.3123,-0.7019,-7.8857,1.453,5.5926,0.0372,0.0213,-0.0054,0.4876,-0.3309,0.3224,0.7408,0.5652,0.409,0.5824,-0.4171,-9.76,-0.21,-0.07,0,0,0,0.4145,0.6061,0.4685,0.491,2.01,9.4,-1.62,0,0,0,0.3005,0.5649,0.478,0.6016,3.77,8.99,-0.89,0,0,0,-0.5029,-0.49,-0.5168,0.4896,-9.8,-0.12,-0.18,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.5,9.51,-0.47,0,0,0,0.5154,0.6388,0.2115,0.5305,4.63,8.65,0.96,0,0,0
530558,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0055,0.0238,-23.5767,-18.479,0.0622,9.8282,0.0934,-0.5188,-1.4954,-0.7629,0.0622,9.8282,0.0934,-0.5188,-1.4954,-0.7629,-7.8857,1.453,5.5926,0.0372,0.0213,-0.0054,0.4876,-0.3309,0.3224,0.7408,0.5652,0.409,0.5824,-0.4171,-9.76,-0.21,-0.07,0,0,0,0.4145,0.6061,0.4685,0.491,2.01,9.38,-1.62,0,0,0,0.3004,0.5649,0.478,0.6016,3.77,8.98,-0.89,0,0,0,-0.5029,-0.49,-0.5168,0.4896,-9.81,-0.12,-0.19,0,0,0,-0.4237,-0.5708,0.445,0.5445,-2.5,9.52,-0.46,0,0,0,0.5154,0.6388,0.2115,0.5305,4.63,8.65,0.96,0,0,0
530559,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0073,-0.0073,-23.5767,-18.479,0,9.7923,0.0479,-0.4578,-1.1902,-0.7629,0,9.7923,0.0479,-0.4578,-1.1902,-0.7629,-7.8552,1.4345,5.5805,0.0373,0.0208,-0.0031,0.4876,-0.3309,0.3225,0.7408,0.5652,0.409,0.5824,-0.4171,-9.76,-0.25,-0.07,0,0,0,0.4144,0.6061,0.4686,0.491,2.05,9.38,-1.64,0,0,0,0.3004,0.5649,0.478,0.6016,3.78,8.98,-0.89,0,0,0,-0.5029,-0.4899,-0.5168,0.4896,-9.81,-0.13,-0.18,0,0,0,-0.4236,-0.5708,0.445,0.5446,-2.53,9.49,-0.47,0,0,0,0.5154,0.6387,0.2116,0.5305,4.65,8.65,0.94,0,0,0
530560,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0073,0.0201,-23.5767,-18.479,0.0551,9.7923,0.0503,-0.5798,-1.6479,-0.7629,0.0551,9.7923,0.0503,-0.5798,-1.6479,-0.7629,-7.8552,1.4345,5.5805,0.0373,0.0208,-0.0031,0.4876,-0.3309,0.3225,0.7408,0.5652,0.409,0.5824,-0.4171,-9.78,-0.24,-0.09,0,0,0,0.4144,0.6061,0.4686,0.4911,2.08,9.38,-1.63,0,0,0,0.3004,0.5649,0.478,0.6016,3.78,8.98,-0.89,0,0,0,-0.5029,-0.4899,-0.5168,0.4896,-9.81,-0.13,-0.18,0,0,0,-0.4236,-0.5708,0.445,0.5446,-2.53,9.49,-0.47,0,0,0,0.5154,0.6387,0.2116,0.5305,4.64,8.63,0.95,0,0,0
530561,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.011,0.0037,-23.5767,-18.479,0.091,9.8378,0.1077,-0.5798,-1.4954,-0.5798,0.091,9.8378,0.1077,-0.5798,-1.4954,-0.5798,-7.8552,1.4345,5.5805,0.0373,0.0208,-0.0031,0.4876,-0.3309,0.3225,0.7408,0.5652,0.409,0.5824,-0.4171,-9.78,-0.23,-0.1,0,0,0,0.4144,0.6061,0.4686,0.4911,2.08,9.38,-1.63,0,0,0,0.3004,0.5649,0.478,0.6016,3.81,8.98,-0.9,0,0,0,-0.5029,-0.4899,-0.5168,0.4896,-9.8,-0.12,-0.15,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.52,9.52,-0.47,0,0,0,0.5154,0.6387,0.2116,0.5306,4.66,8.64,0.94,0,0,0
530562,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0165,0.0201,-23.5767,-18.479,0.0431,9.8186,0.0527,-0.5798,-1.5564,-0.7935,0.0431,9.8186,0.0527,-0.5798,-1.5564,-0.7935,-7.8449,1.4407,5.5966,0.0372,0.0121,-0.006,0.4876,-0.3309,0.3226,0.7407,0.5651,0.409,0.5824,-0.4171,-9.77,-0.24,-0.08,0,0,0,0.4144,0.6061,0.4686,0.4911,2.09,9.39,-1.64,0,0,0,0.3003,0.5649,0.478,0.6017,3.79,8.98,-0.88,0,0,0,-0.5029,-0.4899,-0.5168,0.4896,-9.8,-0.12,-0.15,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.53,9.51,-0.49,0,0,0,0.5154,0.6387,0.2116,0.5306,4.66,8.62,0.95,0,0,0
530563,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0,0.0128,-23.5767,-18.479,0.0407,9.8114,0.0982,-0.5188,-1.4648,-0.7629,0.0407,9.8114,0.0982,-0.5188,-1.4648,-0.7629,-7.8449,1.4407,5.5966,0.0372,0.0121,-0.006,0.4876,-0.3309,0.3226,0.7407,0.5651,0.409,0.5824,-0.4171,-9.77,-0.24,-0.08,0,0,0,0.4144,0.6061,0.4686,0.4911,2.1,9.39,-1.66,0,0,0,0.3003,0.5649,0.478,0.6017,3.81,8.98,-0.88,0,0,0,-0.503,-0.4899,-0.5168,0.4896,-9.79,-0.1,-0.14,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.49,9.52,-0.48,0,0,0,0.5154,0.6387,0.2116,0.5306,4.66,8.62,0.95,0,0,0
530564,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0055,0.0092,-23.5767,-18.479,0.0263,9.7971,0.0503,-0.5493,-1.5869,-0.6714,0.0263,9.7971,0.0503,-0.5493,-1.5869,-0.6714,-7.8538,1.4274,5.585,0.0383,0.0061,-0.0041,0.4877,-0.3308,0.3227,0.7407,0.5651,0.409,0.5824,-0.4171,-9.79,-0.24,-0.11,0,0,0,0.4143,0.6061,0.4686,0.4911,2.11,9.4,-1.65,0,0,0,0.3003,0.5649,0.478,0.6017,3.82,8.97,-0.9,0,0,0,-0.503,-0.4899,-0.5168,0.4896,-9.78,-0.13,-0.14,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.5,9.51,-0.48,0,0,0,0.5153,0.6387,0.2117,0.5306,4.67,8.62,0.95,0,0,0
530565,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0073,0.0073,-23.5767,-18.479,0.0503,9.8809,0.0886,-0.7324,-1.3733,-0.946,0.0503,9.8809,0.0886,-0.7324,-1.3733,-0.946,-7.8538,1.4274,5.585,0.0383,0.0061,-0.0041,0.4877,-0.3308,0.3227,0.7407,0.5651,0.409,0.5824,-0.4171,-9.78,-0.25,-0.13,0,0,0,0.4143,0.6061,0.4686,0.4911,2.12,9.43,-1.65,0,0,0,0.3003,0.5649,0.478,0.6017,3.82,8.97,-0.9,0,0,0,-0.503,-0.4899,-0.5168,0.4896,-9.78,-0.13,-0.11,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.49,9.52,-0.5,0,0,0,0.5153,0.6387,0.2117,0.5306,4.71,8.61,0.95,0,0,0
530566,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0146,-0.022,-23.5767,-18.479,0.0144,9.7348,0.0742,-0.5798,-1.2207,-0.7324,0.0144,9.7348,0.0742,-0.5798,-1.2207,-0.7324,-7.8538,1.4274,5.585,0.0383,0.0061,-0.0041,0.4877,-0.3308,0.3227,0.7407,0.5651,0.409,0.5824,-0.417,-9.79,-0.23,-0.11,0,0,0,0.4143,0.6061,0.4686,0.4911,2.1,9.43,-1.66,0,0,0,0.3003,0.5649,0.478,0.6017,3.81,8.96,-0.89,0,0,0,-0.503,-0.4899,-0.5168,0.4896,-9.77,-0.15,-0.14,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.49,9.52,-0.5,0,0,0,0.5153,0.6386,0.2117,0.5306,4.67,8.62,0.97,0,0,0
530567,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,0.0055,-0.0201,-23.5767,-18.479,0.0192,9.8234,0.0335,-0.4578,-1.5564,-0.824,0.0192,9.8234,0.0335,-0.4578,-1.5564,-0.824,-7.8328,1.4276,5.5528,0.0259,0.0014,0.0006,0.4877,-0.3308,0.3227,0.7407,0.5651,0.4091,0.5825,-0.417,-9.77,-0.23,-0.13,0,0,0,0.4143,0.6061,0.4686,0.4911,2.1,9.43,-1.66,0,0,0,0.3002,0.5649,0.478,0.6017,3.82,8.95,-0.9,0,0,0,-0.503,-0.4899,-0.5168,0.4896,-9.77,-0.15,-0.14,0,0,0,-0.4236,-0.5708,0.4449,0.5446,-2.49,9.51,-0.48,0,0,0,0.5153,0.6386,0.2117,0.5306,4.67,8.62,0.97,0,0,0
530568,0,0,1,-22.0386,-15.9961,-10.2173,-4.1748,-0.0092,0.0146,-23.5767,-18.479,0.0096,9.8282,0.079,-0.4883,-1.6479,-0.6409,0.0096,9.8282,0.079,-0.4883,-1.6479,-0.6409,-7.8328,1.4276,5.5528,0.0259,0.0014,0.0006,0.4877,-0.3308,0.3227,0.7407,0.5651,0.4091,0.5825,-0.417,-9.77,-0.23,-0.13,0,0,0,0.4143,0.6061,0.4687,0.4912,2.1,9.41,-1.68,0,0,0,0.3002,0.5649,0.478,0.6017,3.82,8.96,-0.92,0,0,0,-0.503,-0.4899,-0.5168,0.4896,-9.76,-0.15,-0.13,0,0,0,-0.4236,-0.5708,0.4449,0.5447,-2.46,9.49,-0.51,0,0,0,0.5153,0.6386,0.2118,0.5306,4.67,8.62,0.97,0,0,0
