LoopCnt,H10Mode,H10AssistLevel,ImuHubConnected,LeftHipAngle,RightHipAngle,LeftThighAngle,RightThighAngle,LeftHipTorque,RightHipTorque,LeftHipMotorAngle,RightHipMotorAngle,LeftHipImuGlobalAccX,LeftHipImuGlobalAccY,LeftHipImuGlobalAccZ,LeftHipImuGlobalGyrX,LeftHipImuGlobalGyrY,LeftHipImuGlobalGyrZ,RightHipImuGlobalAccX,RightHipImuGlobalAccY,RightHipImuGlobalAccZ,RightHipImuGlobalGyrX,RightHipImuGlobalGyrY,RightHipImuGlobalGyrZ,HeadIMU_LocalAccX,HeadIMU_LocalAccY,HeadIMU_LocalAccZ,HeadIMU_LocalGyrX,HeadIMU_LocalGyrY,HeadIMU_LocalGyrZ,HeadIMU_QuatW,HeadIMU_QuatX,HeadIMU_QuatY,HeadIMU_QuatZ,Pelvis_IMU_QuatW,Pelvis_IMU_QuatX,Pelvis_IMU_QuatY,Pelvis_IMU_QuatZ,Pelvis_IMU_AccX,Pelvis_IMU_AccY,Pelvis_IMU_AccZ,Pelvis_IMU_GyrX,Pelvis_IMU_GyrY,Pelvis_IMU_GyrZ,L_Upperarm_IMU_QuatW,L_Upperarm_IMU_QuatX,L_Upperarm_IMU_QuatY,L_Upperarm_IMU_QuatZ,L_Upperarm_IMU_AccX,L_Upperarm_IMU_AccY,L_Upperarm_IMU_AccZ,L_Upperarm_IMU_GyrX,L_Upperarm_IMU_GyrY,L_Upperarm_IMU_GyrZ,L_Lowerarm_IMU_QuatW,L_Lowerarm_IMU_QuatX,L_Lowerarm_IMU_QuatY,L_Lowerarm_IMU_QuatZ,L_Lowerarm_IMU_AccX,L_Lowerarm_IMU_AccY,L_Lowerarm_IMU_AccZ,L_Lowerarm_IMU_GyrX,L_Lowerarm_IMU_GyrY,L_Lowerarm_IMU_GyrZ,Chest_IMU_QuatW,Chest_IMU_QuatX,Chest_IMU_QuatY,Chest_IMU_QuatZ,Chest_IMU_AccX,Chest_IMU_AccY,Chest_IMU_AccZ,Chest_IMU_GyrX,Chest_IMU_GyrY,Chest_IMU_GyrZ,R_Upperarm_IMU_QuatW,R_Upperarm_IMU_QuatX,R_Upperarm_IMU_QuatY,R_Upperarm_IMU_QuatZ,R_Upperarm_IMU_AccX,R_Upperarm_IMU_AccY,R_Upperarm_IMU_AccZ,R_Upperarm_IMU_GyrX,R_Upperarm_IMU_GyrY,R_Upperarm_IMU_GyrZ,R_Lowerarm_IMU_QuatW,R_Lowerarm_IMU_QuatX,R_Lowerarm_IMU_QuatY,R_Lowerarm_IMU_QuatZ,R_Lowerarm_IMU_AccX,R_Lowerarm_IMU_AccY,R_Lowerarm_IMU_AccZ,R_Lowerarm_IMU_GyrX,R_Lowerarm_IMU_GyrY,R_Lowerarm_IMU_GyrZ
525669,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,0.0201,0.0037,-23.7085,-17.7759,0.0622,9.924,0.0192,0.5493,-0.946,-2.1362,0.0622,9.924,0.0192,0.5493,-0.946,-2.1362,-8.9341,1.3062,4.2483,0.008,-0.1689,0.0146,0.4953,-0.3883,0.378,0.679,0.5621,0.4114,0.5857,-0.4142,-9.82,-0.31,-0.21,0,0,0,0.4188,0.6161,0.4599,0.483,1.67,9.54,-1.71,0,0.2,0,0.3006,0.5493,0.4992,0.5988,3.08,9.37,-0.98,0,0.1,0,-0.5052,-0.4913,-0.5144,0.4884,-9.78,-0.12,-0.01,0,0,0,-0.4281,-0.5719,0.4444,0.5404,-2.48,9.53,-0.7,0,0,0,0.5185,0.6438,0.1974,0.5269,4.63,8.54,0.89,0,0,0
525670,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,-0.0092,0.0165,-23.7085,-17.7759,0.0263,9.809,0.0048,0.6714,-0.5798,-2.2583,0.0263,9.809,0.0048,0.6714,-0.5798,-2.2583,-8.8577,1.3147,4.2507,0.0042,-0.1623,0.0115,0.4954,-0.388,0.3778,0.6792,0.562,0.4114,0.5857,-0.4142,-9.82,-0.32,-0.21,0,0,0,0.4187,0.616,0.46,0.4831,1.72,9.53,-1.68,0,0.1,0,0.3006,0.5493,0.4992,0.5988,3.08,9.37,-0.98,0,0.1,0,-0.5052,-0.4913,-0.5144,0.4885,-9.79,-0.09,-0.04,0,0,0,-0.4281,-0.5719,0.4444,0.5404,-2.48,9.53,-0.7,0,0,0,0.5184,0.6438,0.1974,0.5269,4.59,8.52,0.87,0,0,0
525671,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,0.0128,0.0201,-23.7085,-17.7759,0.103,9.8737,-0.0239,0.7019,-0.885,-2.3804,0.103,9.8737,-0.0239,0.7019,-0.885,-2.3804,-8.8577,1.3147,4.2507,0.0042,-0.1623,0.0115,0.4954,-0.388,0.3778,0.6792,0.562,0.4114,0.5858,-0.4142,-9.84,-0.3,-0.19,0,0,0,0.4186,0.6159,0.4602,0.4832,1.76,9.51,-1.65,0,0.2,0,0.3004,0.5492,0.4994,0.5989,3.05,9.35,-0.95,0,0.2,0,-0.5052,-0.4913,-0.5144,0.4885,-9.82,-0.09,-0.05,0,0,0,-0.428,-0.5718,0.4445,0.5404,-2.5,9.51,-0.71,0,0,0,0.5184,0.6438,0.1974,0.5269,4.62,8.55,0.91,0,0,0
525672,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,0.0018,-0.0183,-23.7085,-17.7759,0.0335,9.7923,-0.0335,0.5493,-0.7629,-2.2583,0.0335,9.7923,-0.0335,0.5493,-0.7629,-2.2583,-8.8014,1.3538,4.2396,0.0085,-0.1629,0.0127,0.4956,-0.3877,0.3776,0.6793,0.562,0.4114,0.5858,-0.4142,-9.84,-0.3,-0.19,0,0,0,0.4186,0.6159,0.4602,0.4832,1.76,9.51,-1.65,0,0.2,0,0.3002,0.549,0.4995,0.599,3.16,9.27,-1.02,0,0.2,0,-0.5052,-0.4913,-0.5144,0.4885,-9.82,-0.09,-0.05,0,0,0,-0.428,-0.5718,0.4445,0.5404,-2.51,9.49,-0.73,0,0,0,0.5184,0.6438,0.1974,0.5269,4.61,8.52,0.9,0,0,0
525673,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,-0.0183,-0.0146,-23.7085,-17.7759,0.0407,9.7444,0.0311,0.5493,-0.7324,-2.2888,0.0407,9.7444,0.0311,0.5493,-0.7324,-2.2888,-8.8014,1.3538,4.2396,0.0085,-0.1629,0.0127,0.4956,-0.3877,0.3776,0.6793,0.562,0.4114,0.5858,-0.4142,-9.78,-0.26,-0.19,0,0,0,0.4185,0.6157,0.4604,0.4833,1.78,9.5,-1.62,0,0.2,0,0.2999,0.5489,0.4996,0.5992,3.25,9.23,-1.05,0,0.2,0,-0.5051,-0.4913,-0.5143,0.4886,-9.82,-0.06,-0.07,0,0,0,-0.428,-0.5718,0.4445,0.5405,-2.56,9.49,-0.75,0,0,0,0.5184,0.6438,0.1974,0.5269,4.61,8.52,0.9,0,0,0
525674,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,-0.0073,-0.0128,-23.7085,-17.7759,0.0503,9.8114,0.0503,0.3662,-0.885,-2.3193,0.0503,9.8114,0.0503,0.3662,-0.885,-2.3193,-8.8014,1.3538,4.2396,0.0085,-0.1629,0.0127,0.4956,-0.3877,0.3776,0.6793,0.5619,0.4114,0.5858,-0.4142,-9.78,-0.25,-0.19,0,0,0,0.4184,0.6156,0.4606,0.4834,1.85,9.47,-1.61,0,0.2,0,0.2997,0.5487,0.4997,0.5993,3.31,9.22,-1.11,0,0.2,0,-0.5051,-0.4913,-0.5143,0.4886,-9.8,-0.11,-0.06,0,0,0,-0.428,-0.5717,0.4446,0.5405,-2.55,9.5,-0.74,0,0,0,0.5183,0.6438,0.1974,0.5269,4.63,8.52,0.93,0,0,0
525675,0,0,1,-22.1704,-15.3149,-10.3711,-3.5156,-0.0073,-0.0128,-23.7085,-17.7759,0.0335,9.7875,0.0383,0.5188,-0.885,-2.1667,0.0335,9.7875,0.0383,0.5188,-0.885,-2.1667,-8.8303,1.3977,4.1764,0.0187,-0.1584,0.0128,0.4957,-0.3874,0.3775,0.6795,0.5619,0.4115,0.5858,-0.4143,-9.79,-0.26,-0.2,0,0,0,0.4182,0.6154,0.4607,0.4836,1.85,9.44,-1.55,0,0.2,0,0.2997,0.5487,0.4997,0.5993,3.31,9.22,-1.11,0,0.2,0,-0.5051,-0.4913,-0.5143,0.4887,-9.79,-0.12,-0.06,0,0,0,-0.428,-0.5717,0.4446,0.5405,-2.55,9.5,-0.74,0,0,0,0.5183,0.6438,0.1975,0.5269,4.63,8.49,0.92,0,0,0
525676,0,0,1,-22.1704,-15.293,-10.3711,-3.4937,-0.0165,-0.0238,-23.7085,-17.7759,0.0024,9.7971,0.0527,0.4272,-0.4272,-2.1667,0.0024,9.7971,0.0527,0.4272,-0.4272,-2.1667,-8.8303,1.3977,4.1764,0.0187,-0.1584,0.0128,0.4957,-0.3874,0.3775,0.6795,0.5619,0.4115,0.5858,-0.4143,-9.75,-0.27,-0.23,0,0,0,0.4182,0.6154,0.4607,0.4836,1.85,9.44,-1.55,0,0.2,0,0.2994,0.5486,0.4998,0.5995,3.3,9.22,-1.01,0,0.3,0,-0.5051,-0.4913,-0.5142,0.4887,-9.79,-0.13,-0.07,0,0,0,-0.428,-0.5717,0.4446,0.5405,-2.55,9.49,-0.74,0,0,0,0.5183,0.6438,0.1975,0.5269,4.64,8.53,0.94,0,0,0
525677,0,0,1,-22.1704,-15.293,-10.3711,-3.4937,0,0.0092,-23.7085,-17.7759,-0.0239,9.7731,0.0024,0.3357,-0.7935,-1.9531,-0.0239,9.7731,0.0024,0.3357,-0.7935,-1.9531,-8.8754,1.4059,4.09,0.016,-0.139,0.0163,0.4959,-0.3871,0.3773,0.6796,0.5619,0.4115,0.5858,-0.4143,-9.75,-0.27,-0.23,0,0,0,0.4181,0.6153,0.4609,0.4837,1.96,9.44,-1.53,0,0.2,0,0.2991,0.5484,0.5,0.5998,3.43,9.17,-1.07,0,0.3,0,-0.5051,-0.4913,-0.5142,0.4888,-9.8,-0.12,-0.05,0,0,0,-0.428,-0.5717,0.4446,0.5405,-2.57,9.51,-0.72,0,0,0,0.5183,0.6438,0.1975,0.5269,4.61,8.51,0.96,0,0,0
525678,0,0,1,-22.1704,-15.293,-10.3711,-3.4937,0.0018,-0.011,-23.7085,-17.7759,0.0263,9.8186,0.0886,0.3967,-0.8545,-1.9226,0.0263,9.8186,0.0886,0.3967,-0.8545,-1.9226,-8.8754,1.4059,4.09,0.016,-0.139,0.0163,0.4959,-0.3871,0.3773,0.6796,0.5618,0.4115,0.5858,-0.4143,-9.75,-0.27,-0.25,0,0,0,0.418,0.6151,0.4611,0.4839,2.06,9.4,-1.54,0,0.2,0,0.2987,0.5482,0.5001,0.6,3.55,9.13,-1.02,0,0.3,0,-0.5051,-0.4913,-0.5142,0.4888,-9.8,-0.12,-0.05,0,0,0,-0.428,-0.5716,0.4446,0.5405,-2.58,9.52,-0.7,0,0,0,0.5183,0.6438,0.1975,0.5269,4.61,8.51,0.96,0,0,0
525679,0,0,1,-22.1704,-15.293,-10.3711,-3.4937,0.0128,0.011,-23.7085,-17.7759,-0.012,9.7205,0,0.2747,-0.4272,-1.8311,-0.012,9.7205,0,0.2747,-0.4272,-1.8311,-8.8754,1.4059,4.09,0.016,-0.139,0.0163,0.4959,-0.3871,0.3773,0.6796,0.5618,0.4115,0.5859,-0.4143,-9.75,-0.27,-0.25,0,0,0,0.4178,0.6149,0.4613,0.484,2.15,9.35,-1.53,0,0.2,0,0.2984,0.548,0.5002,0.6002,3.67,9.08,-0.93,0,0.3,0,-0.5051,-0.4913,-0.5142,0.4888,-9.8,-0.14,-0.07,0,0,0,-0.428,-0.5716,0.4447,0.5405,-2.58,9.51,-0.67,0,0,0,0.5182,0.6439,0.1975,0.527,4.61,8.52,0.95,0,0,0
525680,0,0,1,-22.1704,-15.293,-10.3711,-3.4937,0.0055,0.011,-23.7085,-17.7759,0,9.7157,0.0575,0.3357,-0.9155,-1.709,0,9.7157,0.0575,0.3357,-0.9155,-1.709,-8.9274,1.4087,4.058,0.0022,-0.1113,0.0237,0.4959,-0.3869,0.3772,0.6798,0.5618,0.4115,0.5859,-0.4143,-9.72,-0.29,-0.22,0,0,0,0.4177,0.6148,0.4615,0.4842,2.21,9.38,-1.57,0,0.2,0,0.2984,0.548,0.5002,0.6002,3.67,9.08,-0.93,0,0.3,0,-0.5051,-0.4913,-0.5142,0.4888,-9.84,-0.14,-0.06,0,0,0,-0.428,-0.5716,0.4447,0.5405,-2.57,9.51,-0.64,0,0,0,0.5182,0.6439,0.1975,0.527,4.62,8.55,0.98,0,0,0
525681,0,0,1,-22.1484,-15.293,-10.3491,-3.4937,0.0128,-0.0128,-23.7085,-17.7759,-0.0503,9.7348,0.0263,0.3662,-0.885,-1.8921,-0.0503,9.7348,0.0263,0.3662,-0.885,-1.8921,-8.9274,1.4087,4.058,0.0022,-0.1113,0.0237,0.4959,-0.3869,0.3772,0.6798,0.5617,0.4115,0.5859,-0.4143,-9.74,-0.26,-0.24,0,0,0,0.4177,0.6148,0.4615,0.4842,2.21,9.38,-1.57,0,0.2,0,0.298,0.5478,0.5004,0.6004,3.88,9.01,-0.99,0,0.3,0,-0.5051,-0.4913,-0.5142,0.4889,-9.84,-0.14,-0.05,0,0,0,-0.428,-0.5716,0.4447,0.5405,-2.57,9.51,-0.64,0,0,0,0.5182,0.6439,0.1976,0.527,4.59,8.52,0.98,0,0,0
525682,0,0,1,-22.1484,-15.293,-10.3491,-3.4937,-0.011,0.0037,-23.7085,-17.7759,-0.0192,9.7588,0.0431,0.4272,-0.7324,-1.5869,-0.0192,9.7588,0.0431,0.4272,-0.7324,-1.5869,-8.871,1.4169,4.1457,-0.0127,-0.0828,0.0292,0.496,-0.3867,0.3771,0.6799,0.5617,0.4115,0.5859,-0.4143,-9.74,-0.26,-0.24,0,0,0,0.4176,0.6147,0.4616,0.4843,2.25,9.37,-1.61,0,0.2,0,0.2977,0.5476,0.5005,0.6007,3.94,8.98,-0.85,0,0.3,0,-0.5051,-0.4912,-0.5142,0.4889,-9.84,-0.14,-0.04,0,0,0,-0.428,-0.5716,0.4447,0.5405,-2.57,9.51,-0.64,0,0,0,0.5182,0.6439,0.1976,0.5269,4.56,8.55,0.96,0,0,0
525683,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,-0.0055,-0.0275,-23.7085,-17.7759,-0.0622,9.6486,0.0024,0.2747,-0.7324,-1.6785,-0.0622,9.6486,0.0024,0.2747,-0.7324,-1.6785,-8.871,1.4169,4.1457,-0.0127,-0.0828,0.0292,0.496,-0.3867,0.3771,0.6799,0.5617,0.4115,0.5859,-0.4143,-9.74,-0.21,-0.2,0,0,0,0.4175,0.6145,0.4618,0.4844,2.26,9.42,-1.69,0,0.2,0,0.2974,0.5474,0.5006,0.6009,4.09,8.98,-0.8,0,0.3,0,-0.5051,-0.4912,-0.5141,0.4889,-9.83,-0.17,-0.02,0,0,0,-0.428,-0.5716,0.4447,0.5405,-2.58,9.49,-0.59,0,0,0,0.5182,0.6439,0.1976,0.5269,4.56,8.55,0.96,0,0,0
525684,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.0092,0.0183,-23.7085,-17.7759,-0.0383,9.7252,-0.0096,0.2441,-0.7935,-1.8311,-0.0383,9.7252,-0.0096,0.2441,-0.7935,-1.8311,-8.8111,1.3904,4.2037,-0.0074,-0.0554,0.0353,0.4959,-0.3866,0.3771,0.68,0.5617,0.4115,0.5859,-0.4143,-9.72,-0.24,-0.22,0,0,0,0.4173,0.6144,0.462,0.4845,2.26,9.42,-1.77,0,0.2,0,0.2971,0.5472,0.5007,0.6011,4.15,9,-0.71,0,0.3,0,-0.5051,-0.4912,-0.5141,0.4889,-9.85,-0.16,0,0,0,0,-0.4281,-0.5715,0.4447,0.5405,-2.58,9.5,-0.58,0,0,0,0.5182,0.6439,0.1976,0.5269,4.62,8.53,0.96,0,0,0
525685,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.011,0.0165,-23.7085,-17.7759,-0.0335,9.6917,0.0575,0.3052,-0.6714,-1.77,-0.0335,9.6917,0.0575,0.3052,-0.6714,-1.77,-8.8111,1.3904,4.2037,-0.0074,-0.0554,0.0353,0.4959,-0.3866,0.3771,0.68,0.5616,0.4116,0.5859,-0.4143,-9.73,-0.27,-0.26,0,0,0,0.4172,0.6143,0.4621,0.4846,2.24,9.39,-1.88,0,0.2,0,0.2971,0.5472,0.5007,0.6011,4.15,9,-0.71,0,0.3,0,-0.5051,-0.4912,-0.5141,0.4889,-9.84,-0.16,0,0,0,0,-0.4281,-0.5715,0.4448,0.5405,-2.57,9.49,-0.54,0,0,0,0.5182,0.6439,0.1976,0.5269,4.63,8.53,0.95,0,0,0
525686,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.0165,-0.022,-23.7085,-17.7759,-0.0383,9.7013,0,0.3357,-0.7019,-1.5259,-0.0383,9.7013,0,0.3357,-0.7019,-1.5259,-8.8111,1.3904,4.2037,-0.0074,-0.0554,0.0353,0.4959,-0.3866,0.3771,0.68,0.5616,0.4116,0.586,-0.4143,-9.72,-0.26,-0.25,0,0,0,0.4172,0.6143,0.4621,0.4846,2.24,9.39,-1.88,0,0.2,0,0.2968,0.5471,0.5009,0.6013,4.23,9.04,-0.74,0,0.3,0,-0.5051,-0.4912,-0.5141,0.489,-9.83,-0.17,0.02,0,0,0,-0.4281,-0.5715,0.4448,0.5405,-2.57,9.49,-0.54,0,0,0,0.5182,0.6439,0.1976,0.5269,4.66,8.54,0.98,0,0,0
525687,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.0037,-0.0146,-23.7085,-17.7759,-0.0311,9.6582,-0.0024,0.2747,-0.7324,-1.8616,-0.0311,9.6582,-0.0024,0.2747,-0.7324,-1.8616,-8.8117,1.3678,4.1546,-0.0025,-0.0453,0.0321,0.4959,-0.3865,0.377,0.6801,0.5616,0.4116,0.586,-0.4143,-9.72,-0.26,-0.25,0,0,0,0.4171,0.6142,0.4623,0.4847,2.29,9.39,-1.95,0,0.2,0,0.2965,0.5469,0.501,0.6015,4.29,9.01,-0.8,0,0.2,0,-0.5051,-0.4912,-0.5141,0.489,-9.83,-0.17,0.02,0,0,0,-0.4281,-0.5715,0.4448,0.5405,-2.57,9.46,-0.52,0,0,0,0.5182,0.6439,0.1976,0.5269,4.66,8.54,0.98,0,0,0
525688,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,-0.0055,-0.0092,-23.7085,-17.7759,0.0024,9.7588,0.0168,0.3357,-0.7324,-1.5869,0.0024,9.7588,0.0168,0.3357,-0.7324,-1.5869,-8.8117,1.3678,4.1546,-0.0025,-0.0453,0.0321,0.4959,-0.3865,0.377,0.6801,0.5616,0.4116,0.586,-0.4143,-9.72,-0.28,-0.25,0,0,0,0.4169,0.614,0.4624,0.4848,2.31,9.4,-1.99,0,0.2,0,0.2962,0.5468,0.5011,0.6017,4.33,9,-0.84,0,0.2,0,-0.5051,-0.4912,-0.5141,0.489,-9.76,-0.18,0,0,0,0,-0.4281,-0.5715,0.4448,0.5405,-2.54,9.48,-0.49,0,0,0,0.5182,0.644,0.1977,0.5269,4.66,8.52,0.97,0,0,0
525689,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.0092,0.0183,-23.7085,-17.7759,-0.0527,9.6391,-0.0024,0.3052,-1.0071,-1.8921,-0.0527,9.6391,-0.0024,0.3052,-1.0071,-1.8921,-8.8181,1.3427,4.0561,-0.0085,-0.0345,0.0303,0.4959,-0.3864,0.377,0.6802,0.5615,0.4116,0.586,-0.4144,-9.72,-0.28,-0.26,0,0,0,0.4168,0.6139,0.4626,0.485,2.4,9.38,-1.98,0,0.2,0,0.296,0.5467,0.5012,0.6018,4.42,8.92,-0.95,0,0.2,0,-0.5051,-0.4911,-0.5141,0.489,-9.84,-0.16,0,0,0,0,-0.4281,-0.5715,0.4448,0.5405,-2.56,9.47,-0.48,0,0,0,0.5182,0.644,0.1977,0.5269,4.66,8.52,0.97,0,0,0
525690,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,-0.0073,-0.011,-23.7085,-17.7759,0.0215,9.7013,-0.0622,0.3357,-0.6104,-1.8311,0.0215,9.7013,-0.0622,0.3357,-0.6104,-1.8311,-8.8181,1.3427,4.0561,-0.0085,-0.0345,0.0303,0.4959,-0.3864,0.377,0.6802,0.5615,0.4116,0.586,-0.4144,-9.66,-0.26,-0.22,0,0,0,0.4167,0.6138,0.4627,0.4851,2.47,9.35,-1.9,0,0.2,0,0.296,0.5467,0.5012,0.6018,4.42,8.92,-0.95,0,0.2,0,-0.5051,-0.4911,-0.5141,0.489,-9.78,-0.17,0.02,0,0,0,-0.4281,-0.5715,0.4448,0.5404,-2.58,9.45,-0.47,0,0,0,0.5182,0.644,0.1977,0.5268,4.66,8.52,0.94,0,0,0
525691,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.022,-0.0238,-23.7085,-17.7759,0,9.7013,0.0192,0.3052,-0.6714,-1.7395,0,9.7013,0.0192,0.3052,-0.6714,-1.7395,-8.8181,1.3427,4.0561,-0.0085,-0.0345,0.0303,0.4959,-0.3864,0.377,0.6802,0.5615,0.4116,0.586,-0.4144,-9.66,-0.26,-0.22,0,0,0,0.4165,0.6137,0.4629,0.4852,2.58,9.32,-1.85,0,0.2,0,0.2957,0.5465,0.5013,0.602,4.44,8.92,-0.96,0,0.2,0,-0.5051,-0.4911,-0.5141,0.489,-9.77,-0.19,0.01,0,0,0,-0.4281,-0.5715,0.4448,0.5404,-2.58,9.45,-0.47,0,0,0,0.5182,0.644,0.1977,0.5268,4.68,8.51,0.91,0,0,0
525692,0,0,1,-22.1704,-15.3149,-10.3491,-3.4937,0.0092,0.0165,-23.7085,-17.7759,-0.0503,9.6534,-0.0862,0.3662,-0.7324,-1.8311,-0.0503,9.6534,-0.0862,0.3662,-0.7324,-1.8311,-8.9255,1.353,4.0003,-0.0034,-0.0082,0.0347,0.4959,-0.3864,0.377,0.6802,0.5614,0.4116,0.586,-0.4144,-9.67,-0.23,-0.2,0,0,0,0.4165,0.6137,0.4629,0.4852,2.58,9.32,-1.85,0,0.2,0,0.2955,0.5464,0.5014,0.6021,4.48,8.95,-0.98,0,0.2,0,-0.5051,-0.4911,-0.5141,0.489,-9.77,-0.19,0.01,0,0,0,-0.4282,-0.5715,0.4448,0.5404,-2.58,9.43,-0.44,0,0,0,0.5182,0.644,0.1977,0.5268,4.7,8.5,0.87,0,0,0
525693,0,0,1,-22.1704,-15.293,-10.3491,-3.4717,-0.0146,-0.011,-23.7085,-17.7759,-0.012,9.6726,0.0048,0.5188,-0.5188,-1.7395,-0.012,9.6726,0.0048,0.5188,-0.5188,-1.7395,-8.9255,1.353,4.0003,-0.0034,-0.0082,0.0347,0.4959,-0.3864,0.377,0.6802,0.5614,0.4116,0.586,-0.4144,-9.68,-0.26,-0.17,0,0,0,0.4164,0.6136,0.463,0.4854,2.7,9.3,-1.8,0,0.2,0,0.2953,0.5462,0.5015,0.6023,4.49,8.96,-0.95,0,0.2,0,-0.5051,-0.4911,-0.5141,0.489,-9.78,-0.19,0.02,0,0,0,-0.4282,-0.5715,0.4448,0.5404,-2.59,9.45,-0.44,0,0,0,0.5182,0.644,0.1977,0.5268,4.7,8.5,0.87,0,0,0
525694,0,0,1,-22.1704,-15.293,-10.3491,-3.4717,0.0128,-0.0256,-23.7085,-17.7759,-0.0072,9.6774,-0.0431,0.4883,-0.7324,-1.8921,-0.0072,9.6774,-0.0431,0.4883,-0.7324,-1.8921,-8.9461,1.3342,3.9362,0.0021,0.0417,0.0358,0.4958,-0.3864,0.3771,0.6802,0.5614,0.4116,0.5861,-0.4144,-9.73,-0.25,-0.16,0,0,0,0.4163,0.6135,0.4631,0.4855,2.79,9.31,-1.74,0,0.1,0,0.2951,0.5461,0.5016,0.6024,4.52,9,-0.91,0,0.2,0,-0.5051,-0.4911,-0.5141,0.489,-9.74,-0.18,0.02,0,0,0,-0.4282,-0.5714,0.4448,0.5404,-2.58,9.43,-0.45,0,0,0,0.5182,0.644,0.1977,0.5268,4.68,8.5,0.88,0,0,0
525695,0,0,1,-22.1484,-15.293,-10.3271,-3.4717,-0.0092,0.0037,-23.7085,-17.7759,0.0263,9.754,0.0168,0.3967,-0.7629,-1.6479,0.0263,9.754,0.0168,0.3967,-0.7629,-1.6479,-8.9461,1.3342,3.9362,0.0021,0.0417,0.0358,0.4958,-0.3864,0.3771,0.6802,0.5613,0.4117,0.5861,-0.4144,-9.75,-0.27,-0.13,0,0,0,0.4162,0.6134,0.4632,0.4856,2.92,9.31,-1.64,0,0.1,0,0.2951,0.5461,0.5016,0.6024,4.52,9,-0.91,0,0.2,0,-0.5051,-0.4911,-0.5141,0.4891,-9.75,-0.16,0.03,0,0,0,-0.4282,-0.5714,0.4448,0.5404,-2.58,9.43,-0.45,0,0,0,0.5182,0.644,0.1978,0.5267,4.68,8.51,0.84,0,0,0
525696,0,0,1,-22.1484,-15.293,-10.3271,-3.4717,0.011,-0.011,-23.7085,-17.7759,-0.0599,9.6031,-0.0982,0.5493,-0.5188,-1.6479,-0.0599,9.6031,-0.0982,0.5493,-0.5188,-1.6479,-8.9461,1.3342,3.9362,0.0021,0.0417,0.0358,0.4958,-0.3864,0.3771,0.6802,0.5613,0.4117,0.5861,-0.4144,-9.75,-0.27,-0.13,0,0,0,0.4162,0.6134,0.4632,0.4856,2.92,9.31,-1.64,0,0.1,0,0.2948,0.546,0.5017,0.6026,4.55,8.98,-0.85,0,0.2,0,-0.5051,-0.4911,-0.5141,0.4891,-9.77,-0.16,0.05,0,0,0,-0.4282,-0.5714,0.4448,0.5404,-2.6,9.43,-0.47,0,0,0,0.5182,0.644,0.1978,0.5267,4.69,8.51,0.84,0,0,0
525697,0,0,1,-22.1484,-15.293,-10.3271,-3.4717,0.0128,0.0128,-23.7085,-17.7759,0.0479,9.73,-0.0263,0.5798,-0.7019,-1.77,0.0479,9.73,-0.0263,0.5798,-0.7019,-1.77,-8.8491,1.3407,4.0613,0.0109,0.0811,0.035,0.4956,-0.3865,0.3772,0.6802,0.5613,0.4117,0.5861,-0.4145,-9.75,-0.29,-0.11,0,0,0,0.416,0.6133,0.4633,0.4857,3.02,9.34,-1.57,0,0.1,0,0.2947,0.5459,0.5017,0.6027,4.52,9.01,-0.79,0,0.1,0,-0.5051,-0.4911,-0.5141,0.4891,-9.77,-0.16,0.05,0,0,0,-0.4283,-0.5714,0.4448,0.5404,-2.56,9.43,-0.49,0,0,0,0.5183,0.644,0.1978,0.5266,4.7,8.5,0.85,0,0,0
525698,0,0,1,-22.1704,-15.3149,-10.3271,-3.4717,0.011,0.0128,-23.7085,-17.7759,-0.0048,9.663,0,0.7629,-0.7324,-2.0752,-0.0048,9.663,0,0.7629,-0.7324,-2.0752,-8.8491,1.3407,4.0613,0.0109,0.0811,0.035,0.4956,-0.3865,0.3772,0.6802,0.5613,0.4117,0.5861,-0.4145,-9.75,-0.29,-0.11,0,0,0,0.4159,0.6132,0.4634,0.4858,3.11,9.33,-1.52,0,0.1,0,0.2945,0.5458,0.5018,0.6028,4.46,9,-0.77,0,0.1,0,-0.5051,-0.491,-0.5141,0.4891,-9.76,-0.15,0.05,0,0,0,-0.4283,-0.5714,0.4448,0.5403,-2.59,9.43,-0.52,0,0,0,0.5183,0.644,0.1978,0.5266,4.7,8.5,0.85,0,0,0
